Country Name,Country Code,Series Name,Series Code,2018
Finland,FIN,Population ages 15-64_ total,SP.POP.1564.TO,3428587
Finland,FIN,Population ages 65 and above_ total,SP.POP.65UP.TO,1198564
Finland,FIN,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Finland,FIN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,85.382
France,FRA,Population ages 0-14_ total,SP.POP.0014.TO,12028541
France,FRA,Population ages 15-64_ total,SP.POP.1564.TO,41538060
France,FRA,Population ages 65 and above_ total,SP.POP.65UP.TO,13420643
France,FRA,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
France,FRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.444
French Polynesia,PYF,Population ages 0-14_ total,SP.POP.0014.TO,63205
French Polynesia,PYF,Population ages 15-64_ total,SP.POP.1564.TO,191453
French Polynesia,PYF,Population ages 65 and above_ total,SP.POP.65UP.TO,23021
French Polynesia,PYF,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
French Polynesia,PYF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.834
Gabon,GAB,Population ages 0-14_ total,SP.POP.0014.TO,784680
Gabon,GAB,Population ages 15-64_ total,SP.POP.1564.TO,1259066
Gabon,GAB,Population ages 65 and above_ total,SP.POP.65UP.TO,75529
Gabon,GAB,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Gabon,GAB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,89.37
Gambia_ The,GMB,Population ages 0-14_ total,SP.POP.0014.TO,1009373
Gambia_ The,GMB,Population ages 15-64_ total,SP.POP.1564.TO,1211675
Gambia_ The,GMB,Population ages 65 and above_ total,SP.POP.65UP.TO,59054
Gambia_ The,GMB,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Gambia_ The,GMB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.27
Georgia,GEO,Population ages 0-14_ total,SP.POP.0014.TO,738560
Georgia,GEO,Population ages 15-64_ total,SP.POP.1564.TO,2437808
Georgia,GEO,Population ages 65 and above_ total,SP.POP.65UP.TO,554631
Georgia,GEO,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Georgia,GEO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.632
Germany,DEU,Population ages 0-14_ total,SP.POP.0014.TO,11295637
Germany,DEU,Population ages 15-64_ total,SP.POP.1564.TO,53834326
Germany,DEU,Population ages 65 and above_ total,SP.POP.65UP.TO,17797959
Germany,DEU,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Germany,DEU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.312
Ghana,GHA,Population ages 0-14_ total,SP.POP.0014.TO,11191260
Ghana,GHA,Population ages 15-64_ total,SP.POP.1564.TO,17662326
Ghana,GHA,Population ages 65 and above_ total,SP.POP.65UP.TO,913522
Ghana,GHA,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Ghana,GHA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.06
Gibraltar,GIB,Population ages 0-14_ total,SP.POP.0014.TO,NA
Gibraltar,GIB,Population ages 15-64_ total,SP.POP.1564.TO,NA
Gibraltar,GIB,Population ages 65 and above_ total,SP.POP.65UP.TO,NA
Gibraltar,GIB,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Gibraltar,GIB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
Greece,GRC,Population ages 0-14_ total,SP.POP.0014.TO,1509516
Greece,GRC,Population ages 15-64_ total,SP.POP.1564.TO,6895046
Greece,GRC,Population ages 65 and above_ total,SP.POP.65UP.TO,2323106
Greece,GRC,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Greece,GRC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,79.058
Greenland,GRL,Population ages 0-14_ total,SP.POP.0014.TO,NA
Greenland,GRL,Population ages 15-64_ total,SP.POP.1564.TO,NA
Greenland,GRL,Population ages 65 and above_ total,SP.POP.65UP.TO,NA
Greenland,GRL,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Greenland,GRL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,86.816
Grenada,GRD,Population ages 0-14_ total,SP.POP.0014.TO,26260
Grenada,GRD,Population ages 15-64_ total,SP.POP.1564.TO,74470
Grenada,GRD,Population ages 65 and above_ total,SP.POP.65UP.TO,10724
Grenada,GRD,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Grenada,GRD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.272
Guam,GUM,Population ages 0-14_ total,SP.POP.0014.TO,40553
Guam,GUM,Population ages 15-64_ total,SP.POP.1564.TO,108887
Guam,GUM,Population ages 65 and above_ total,SP.POP.65UP.TO,16328
Guam,GUM,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Guam,GUM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,94.78
Guatemala,GTM,Population ages 0-14_ total,SP.POP.0014.TO,5939351
Guatemala,GTM,Population ages 15-64_ total,SP.POP.1564.TO,10478479
Guatemala,GTM,Population ages 65 and above_ total,SP.POP.65UP.TO,829977
Guatemala,GTM,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Guatemala,GTM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,51.054
Guinea,GIN,Population ages 0-14_ total,SP.POP.0014.TO,5443700
Guinea,GIN,Population ages 15-64_ total,SP.POP.1564.TO,6607372
Guinea,GIN,Population ages 65 and above_ total,SP.POP.65UP.TO,363246
Guinea,GIN,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Guinea,GIN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.14
Guinea-Bissau,GNB,Population ages 0-14_ total,SP.POP.0014.TO,793567
Guinea-Bissau,GNB,Population ages 15-64_ total,SP.POP.1564.TO,1027817
Guinea-Bissau,GNB,Population ages 65 and above_ total,SP.POP.65UP.TO,52925
Guinea-Bissau,GNB,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Guinea-Bissau,GNB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,43.36
Guyana,GUY,Population ages 0-14_ total,SP.POP.0014.TO,219792
Guyana,GUY,Population ages 15-64_ total,SP.POP.1564.TO,508964
Guyana,GUY,Population ages 65 and above_ total,SP.POP.65UP.TO,50248
Guyana,GUY,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Guyana,GUY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,26.606
Haiti,HTI,Population ages 0-14_ total,SP.POP.0014.TO,3697593
Haiti,HTI,Population ages 15-64_ total,SP.POP.1564.TO,6875052
Haiti,HTI,Population ages 65 and above_ total,SP.POP.65UP.TO,550531
Haiti,HTI,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Haiti,HTI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.278
Honduras,HND,Population ages 0-14_ total,SP.POP.0014.TO,3043164
Honduras,HND,Population ages 15-64_ total,SP.POP.1564.TO,6094644
Honduras,HND,Population ages 65 and above_ total,SP.POP.65UP.TO,449714
Honduras,HND,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Honduras,HND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,57.096
Hong Kong SAR_ China,HKG,Population ages 0-14_ total,SP.POP.0014.TO,886736
Hong Kong SAR_ China,HKG,Population ages 15-64_ total,SP.POP.1564.TO,5306904
Hong Kong SAR_ China,HKG,Population ages 65 and above_ total,SP.POP.65UP.TO,1257360
Hong Kong SAR_ China,HKG,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Hong Kong SAR_ China,HKG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
Hungary,HUN,Population ages 0-14_ total,SP.POP.0014.TO,1407877
Hungary,HUN,Population ages 15-64_ total,SP.POP.1564.TO,6489431
Hungary,HUN,Population ages 65 and above_ total,SP.POP.65UP.TO,1871477
Hungary,HUN,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Hungary,HUN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,71.351
Iceland,ISL,Population ages 0-14_ total,SP.POP.0014.TO,70122
Iceland,ISL,Population ages 15-64_ total,SP.POP.1564.TO,231140
Iceland,ISL,Population ages 65 and above_ total,SP.POP.65UP.TO,52312
Iceland,ISL,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Iceland,ISL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,93.813
India,IND,Population ages 0-14_ total,SP.POP.0014.TO,365927649
India,IND,Population ages 15-64_ total,SP.POP.1564.TO,903098528
India,IND,Population ages 65 and above_ total,SP.POP.65UP.TO,83591151
India,IND,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
India,IND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,34.03
Indonesia,IDN,Population ages 0-14_ total,SP.POP.0014.TO,71067847
Indonesia,IDN,Population ages 15-64_ total,SP.POP.1564.TO,180918098
Indonesia,IDN,Population ages 65 and above_ total,SP.POP.65UP.TO,15677491
Indonesia,IDN,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Indonesia,IDN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.325
Iran_ Islamic Rep.,IRN,Population ages 0-14_ total,SP.POP.0014.TO,20021891
Iran_ Islamic Rep.,IRN,Population ages 15-64_ total,SP.POP.1564.TO,56719380
Iran_ Islamic Rep.,IRN,Population ages 65 and above_ total,SP.POP.65UP.TO,5058998
Iran_ Islamic Rep.,IRN,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Iran_ Islamic Rep.,IRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,74.898
Iraq,IRQ,Population ages 0-14_ total,SP.POP.0014.TO,14753339
Iraq,IRQ,Population ages 15-64_ total,SP.POP.1564.TO,22402882
Iraq,IRQ,Population ages 65 and above_ total,SP.POP.65UP.TO,1277379
Iraq,IRQ,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Iraq,IRQ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,70.473
Ireland,IRL,Population ages 0-14_ total,SP.POP.0014.TO,1038962
Ireland,IRL,Population ages 15-64_ total,SP.POP.1564.TO,3141567
Ireland,IRL,Population ages 65 and above_ total,SP.POP.65UP.TO,672978
Ireland,IRL,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Ireland,IRL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,63.17
Isle of Man,IMN,Population ages 0-14_ total,SP.POP.0014.TO,NA
Isle of Man,IMN,Population ages 15-64_ total,SP.POP.1564.TO,NA
Isle of Man,IMN,Population ages 65 and above_ total,SP.POP.65UP.TO,NA
Isle of Man,IMN,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Isle of Man,IMN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,52.588
Israel,ISR,Population ages 0-14_ total,SP.POP.0014.TO,2480823
Israel,ISR,Population ages 15-64_ total,SP.POP.1564.TO,5338965
Israel,ISR,Population ages 65 and above_ total,SP.POP.65UP.TO,1064011
Israel,ISR,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Israel,ISR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,92.418
Italy,ITA,Population ages 0-14_ total,SP.POP.0014.TO,8054956
Italy,ITA,Population ages 15-64_ total,SP.POP.1564.TO,38627195
Italy,ITA,Population ages 65 and above_ total,SP.POP.65UP.TO,13749132
Italy,ITA,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Italy,ITA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,70.438
Jamaica,JAM,Population ages 0-14_ total,SP.POP.0014.TO,697031
Jamaica,JAM,Population ages 15-64_ total,SP.POP.1564.TO,1979655
Jamaica,JAM,Population ages 65 and above_ total,SP.POP.65UP.TO,258169
Jamaica,JAM,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Jamaica,JAM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.674
Japan,JPN,Population ages 0-14_ total,SP.POP.0014.TO,16065209
Japan,JPN,Population ages 15-64_ total,SP.POP.1564.TO,75571759
Japan,JPN,Population ages 65 and above_ total,SP.POP.65UP.TO,34892133
Japan,JPN,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Japan,JPN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,91.616
Jordan,JOR,Population ages 0-14_ total,SP.POP.0014.TO,3409485
Jordan,JOR,Population ages 15-64_ total,SP.POP.1564.TO,6163569
Jordan,JOR,Population ages 65 and above_ total,SP.POP.65UP.TO,382957
Jordan,JOR,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Jordan,JOR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,90.979
Kazakhstan,KAZ,Population ages 0-14_ total,SP.POP.0014.TO,5201592
Kazakhstan,KAZ,Population ages 15-64_ total,SP.POP.1564.TO,11723936
Kazakhstan,KAZ,Population ages 65 and above_ total,SP.POP.65UP.TO,1350971
Kazakhstan,KAZ,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Kazakhstan,KAZ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,57.428
Kenya,KEN,Population ages 0-14_ total,SP.POP.0014.TO,20445253
Kenya,KEN,Population ages 15-64_ total,SP.POP.1564.TO,29745579
Kenya,KEN,Population ages 65 and above_ total,SP.POP.65UP.TO,1202178
Kenya,KEN,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Kenya,KEN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,27.03
Kiribati,KIR,Population ages 0-14_ total,SP.POP.0014.TO,41172
Kiribati,KIR,Population ages 15-64_ total,SP.POP.1564.TO,70096
Kiribati,KIR,Population ages 65 and above_ total,SP.POP.65UP.TO,4579
Kiribati,KIR,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Kiribati,KIR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.057
Korea_ Dem. People’s Rep.,PRK,Population ages 0-14_ total,SP.POP.0014.TO,5161603
Korea_ Dem. People’s Rep.,PRK,Population ages 15-64_ total,SP.POP.1564.TO,18003262
Korea_ Dem. People’s Rep.,PRK,Population ages 65 and above_ total,SP.POP.65UP.TO,2384953
Korea_ Dem. People’s Rep.,PRK,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Korea_ Dem. People’s Rep.,PRK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.899
Korea_ Rep.,KOR,Population ages 0-14_ total,SP.POP.0014.TO,6698809
Korea_ Rep.,KOR,Population ages 15-64_ total,SP.POP.1564.TO,37491389
Korea_ Rep.,KOR,Population ages 65 and above_ total,SP.POP.65UP.TO,7445058
Korea_ Rep.,KOR,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Korea_ Rep.,KOR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,81.459
Kosovo,XKX,Population ages 0-14_ total,SP.POP.0014.TO,NA
Kosovo,XKX,Population ages 15-64_ total,SP.POP.1564.TO,NA
Kosovo,XKX,Population ages 65 and above_ total,SP.POP.65UP.TO,NA
Kosovo,XKX,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Kosovo,XKX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,NA
Kuwait,KWT,Population ages 0-14_ total,SP.POP.0014.TO,891130
Kuwait,KWT,Population ages 15-64_ total,SP.POP.1564.TO,3140658
Kuwait,KWT,Population ages 65 and above_ total,SP.POP.65UP.TO,105521
Kuwait,KWT,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Kuwait,KWT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
Kyrgyz Republic,KGZ,Population ages 0-14_ total,SP.POP.0014.TO,2043188
Kyrgyz Republic,KGZ,Population ages 15-64_ total,SP.POP.1564.TO,3988734
Kyrgyz Republic,KGZ,Population ages 65 and above_ total,SP.POP.65UP.TO,283878
Kyrgyz Republic,KGZ,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Kyrgyz Republic,KGZ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.351
Lao PDR,LAO,Population ages 0-14_ total,SP.POP.0014.TO,2302328
Lao PDR,LAO,Population ages 15-64_ total,SP.POP.1564.TO,4471412
Lao PDR,LAO,Population ages 65 and above_ total,SP.POP.65UP.TO,287767
Lao PDR,LAO,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Lao PDR,LAO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.004
Latvia,LVA,Population ages 0-14_ total,SP.POP.0014.TO,308165
Latvia,LVA,Population ages 15-64_ total,SP.POP.1564.TO,1232228
Latvia,LVA,Population ages 65 and above_ total,SP.POP.65UP.TO,386149
Latvia,LVA,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Latvia,LVA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.142
Lebanon,LBN,Population ages 0-14_ total,SP.POP.0014.TO,1787286
Lebanon,LBN,Population ages 15-64_ total,SP.POP.1564.TO,4582052
Lebanon,LBN,Population ages 65 and above_ total,SP.POP.65UP.TO,479587
Lebanon,LBN,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Lebanon,LBN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.593
Lesotho,LSO,Population ages 0-14_ total,SP.POP.0014.TO,689704
Lesotho,LSO,Population ages 15-64_ total,SP.POP.1564.TO,1315107
Lesotho,LSO,Population ages 65 and above_ total,SP.POP.65UP.TO,103321
Lesotho,LSO,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Lesotho,LSO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,28.153
Liberia,LBR,Population ages 0-14_ total,SP.POP.0014.TO,1981804
Liberia,LBR,Population ages 15-64_ total,SP.POP.1564.TO,2680391
Liberia,LBR,Population ages 65 and above_ total,SP.POP.65UP.TO,156782
Liberia,LBR,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Liberia,LBR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,51.151
Libya,LBY,Population ages 0-14_ total,SP.POP.0014.TO,1891319
Libya,LBY,Population ages 15-64_ total,SP.POP.1564.TO,4493922
Libya,LBY,Population ages 65 and above_ total,SP.POP.65UP.TO,293325
Libya,LBY,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Libya,LBY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.102
Liechtenstein,LIE,Population ages 0-14_ total,SP.POP.0014.TO,NA
Liechtenstein,LIE,Population ages 15-64_ total,SP.POP.1564.TO,NA
Liechtenstein,LIE,Population ages 65 and above_ total,SP.POP.65UP.TO,NA
Liechtenstein,LIE,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Liechtenstein,LIE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,14.338
Lithuania,LTU,Population ages 0-14_ total,SP.POP.0014.TO,415150
Lithuania,LTU,Population ages 15-64_ total,SP.POP.1564.TO,1824704
Lithuania,LTU,Population ages 65 and above_ total,SP.POP.65UP.TO,549678
Lithuania,LTU,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Lithuania,LTU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,67.679
Luxembourg,LUX,Population ages 0-14_ total,SP.POP.0014.TO,96500
Luxembourg,LUX,Population ages 15-64_ total,SP.POP.1564.TO,425033
Luxembourg,LUX,Population ages 65 and above_ total,SP.POP.65UP.TO,86195
Luxembourg,LUX,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Luxembourg,LUX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,90.981
Macao SAR_ China,MAC,Population ages 0-14_ total,SP.POP.0014.TO,86244
Macao SAR_ China,MAC,Population ages 15-64_ total,SP.POP.1564.TO,479170
Macao SAR_ China,MAC,Population ages 65 and above_ total,SP.POP.65UP.TO,66222
Macao SAR_ China,MAC,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Macao SAR_ China,MAC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
Madagascar,MDG,Population ages 0-14_ total,SP.POP.0014.TO,10680419
Madagascar,MDG,Population ages 15-64_ total,SP.POP.1564.TO,14797566
Madagascar,MDG,Population ages 65 and above_ total,SP.POP.65UP.TO,784383
Madagascar,MDG,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Madagascar,MDG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,37.191
Malawi,MWI,Population ages 0-14_ total,SP.POP.0014.TO,7965330
Malawi,MWI,Population ages 15-64_ total,SP.POP.1564.TO,9698015
Malawi,MWI,Population ages 65 and above_ total,SP.POP.65UP.TO,479970
Malawi,MWI,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Malawi,MWI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,16.937
Malaysia,MYS,Population ages 0-14_ total,SP.POP.0014.TO,7565328
Malaysia,MYS,Population ages 15-64_ total,SP.POP.1564.TO,21859747
Malaysia,MYS,Population ages 65 and above_ total,SP.POP.65UP.TO,2103510
Malaysia,MYS,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Malaysia,MYS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,76.036
Maldives,MDV,Population ages 0-14_ total,SP.POP.0014.TO,103902
Maldives,MDV,Population ages 15-64_ total,SP.POP.1564.TO,392696
Maldives,MDV,Population ages 65 and above_ total,SP.POP.65UP.TO,19098
Maldives,MDV,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Maldives,MDV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,39.808
Mali,MLI,Population ages 0-14_ total,SP.POP.0014.TO,9070199
Mali,MLI,Population ages 15-64_ total,SP.POP.1564.TO,9529170
Mali,MLI,Population ages 65 and above_ total,SP.POP.65UP.TO,478322
Mali,MLI,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Mali,MLI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.356
Malta,MLT,Population ages 0-14_ total,SP.POP.0014.TO,69033
Malta,MLT,Population ages 15-64_ total,SP.POP.1564.TO,316102
Malta,MLT,Population ages 65 and above_ total,SP.POP.65UP.TO,98395
Malta,MLT,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Malta,MLT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,94.612
Marshall Islands,MHL,Population ages 0-14_ total,SP.POP.0014.TO,NA
Marshall Islands,MHL,Population ages 15-64_ total,SP.POP.1564.TO,NA
Marshall Islands,MHL,Population ages 65 and above_ total,SP.POP.65UP.TO,NA
Marshall Islands,MHL,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Marshall Islands,MHL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.031
Mauritania,MRT,Population ages 0-14_ total,SP.POP.0014.TO,1764990
Mauritania,MRT,Population ages 15-64_ total,SP.POP.1564.TO,2500015
Mauritania,MRT,Population ages 65 and above_ total,SP.POP.65UP.TO,138313
Mauritania,MRT,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Mauritania,MRT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.672
Mauritius,MUS,Population ages 0-14_ total,SP.POP.0014.TO,225144
Mauritius,MUS,Population ages 15-64_ total,SP.POP.1564.TO,894976
Mauritius,MUS,Population ages 65 and above_ total,SP.POP.65UP.TO,145183
Mauritius,MUS,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Mauritius,MUS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,40.793
Mexico,MEX,Population ages 0-14_ total,SP.POP.0014.TO,33512296
Mexico,MEX,Population ages 15-64_ total,SP.POP.1564.TO,83562867
Mexico,MEX,Population ages 65 and above_ total,SP.POP.65UP.TO,9115625
Mexico,MEX,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Mexico,MEX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.156
Micronesia_ Fed. Sts.,FSM,Population ages 0-14_ total,SP.POP.0014.TO,35715
Micronesia_ Fed. Sts.,FSM,Population ages 15-64_ total,SP.POP.1564.TO,72423
Micronesia_ Fed. Sts.,FSM,Population ages 65 and above_ total,SP.POP.65UP.TO,4502
Micronesia_ Fed. Sts.,FSM,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Micronesia_ Fed. Sts.,FSM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,22.703
Moldova,MDA,Population ages 0-14_ total,SP.POP.0014.TO,562380
Moldova,MDA,Population ages 15-64_ total,SP.POP.1564.TO,2576806
Moldova,MDA,Population ages 65 and above_ total,SP.POP.65UP.TO,406697
Moldova,MDA,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Moldova,MDA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.629
Monaco,MCO,Population ages 0-14_ total,SP.POP.0014.TO,NA
Monaco,MCO,Population ages 15-64_ total,SP.POP.1564.TO,NA
Monaco,MCO,Population ages 65 and above_ total,SP.POP.65UP.TO,NA
Monaco,MCO,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Monaco,MCO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
Mongolia,MNG,Population ages 0-14_ total,SP.POP.0014.TO,964047
Mongolia,MNG,Population ages 15-64_ total,SP.POP.1564.TO,2076705
Mongolia,MNG,Population ages 65 and above_ total,SP.POP.65UP.TO,129457
Mongolia,MNG,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Mongolia,MNG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.445
Montenegro,MNE,Population ages 0-14_ total,SP.POP.0014.TO,113326
Montenegro,MNE,Population ages 15-64_ total,SP.POP.1564.TO,415823
Montenegro,MNE,Population ages 65 and above_ total,SP.POP.65UP.TO,93196
Montenegro,MNE,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Montenegro,MNE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.813
Morocco,MAR,Population ages 0-14_ total,SP.POP.0014.TO,9802224
Morocco,MAR,Population ages 15-64_ total,SP.POP.1564.TO,23700225
Morocco,MAR,Population ages 65 and above_ total,SP.POP.65UP.TO,2526689
Morocco,MAR,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Morocco,MAR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,62.453
Mozambique,MOZ,Population ages 0-14_ total,SP.POP.0014.TO,13176082
Mozambique,MOZ,Population ages 15-64_ total,SP.POP.1564.TO,15467221
Mozambique,MOZ,Population ages 65 and above_ total,SP.POP.65UP.TO,852659
Mozambique,MOZ,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
